word,pos,level,url,uk_audio,us_audio,definition,origin
as much as,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/as_2#as_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/as_/as__g/as__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/as_/as__u/as__us_1_rr.mp3,"used when you are comparing two people or things, or two situations",Middle English: reduced form of Old Englishalswā‘similarly’ (seealso).
as to,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/as_3#as_sng_18,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/as_/as__g/as__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/as_/as__u/as__us_1_rr.mp3,while something else is happening,Middle English: reduced form of Old Englishalswā‘similarly’ (seealso).
as though…,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/as_3#as_sng_15,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/as_/as__g/as__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/as_/as__u/as__us_1_rr.mp3,while something else is happening,Middle English: reduced form of Old Englishalswā‘similarly’ (seealso).
at first,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/first_2#first_sng_8,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fir/first/first__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fir/first/first__us_1.mp3,before anyone or anything else; at the beginning,"Old Englishfyr(e)st; of Germanic origin, related to Old Norsefyrstrand GermanFürst‘prince’, from an Indo-European root shared by Sanskritprathama, Latinprimus, and Greekprōtos."
around the world,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/world#world_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wor/world/world__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/w/wor/world/world__us_1.mp3,"the earth, with all its countries, peoples and natural features","Old Englishw(e)oruld, from a Germanic compound meaning ‘age of man’; related to Dutchwereldand GermanWelt."
as soon as possible,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/possible_1#possible_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pos/possi/possible__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pos/possi/possible__us_1.mp3,that can be done or achieved,"late Middle English: from Old French, or from Latinpossibilis, fromposse‘be able’."
as well,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/well_1#well_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wel/well_/well__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/w/wel/well_/well__us_2.mp3,"in a good, right or acceptable way","adverbOld Englishwel(l), of Germanic origin; related to Dutchweland Germanwohl; probably also to the modal verbwill."
as of…,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/as_3#as_sng_14,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/as_/as__g/as__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/as_/as__u/as__us_1_rr.mp3,while something else is happening,Middle English: reduced form of Old Englishalswā‘similarly’ (seealso).
at once,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/once_1#once_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/onc/once_/once__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/o/onc/once_/once__us_1.mp3,on one occasion only; one time,"Middle Englishones, genitive ofone. The spelling change in the 16th cent. was in order to retain the unvoiced sound of the final consonant."
as part of sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/part_1#part_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/par/part_/part__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/par/part_/part__us_1.mp3,some but not all of a thing,"Old English (denoting a part of speech), from Latinpars,part-. The verb (originally in Middle English in the sense ‘divide into parts’) is from Old Frenchpartir, from Latinpartire,partiri‘divide, share’."
all day,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/day#day_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/day/day__/day__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/day/day__/day__us_1.mp3,a period of 24 hours,"Old Englishdæg, of Germanic origin; related to Dutchdagand GermanTag."
at the beginning of sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/beginning#beginning_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/beg/begin/beginning__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/beg/begin/beginning__us_1.mp3,"the time when something starts; the first part of an event, a story, etc.",N/A
ask for sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/ask_1#ask_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ask/ask__/ask__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ask/ask__/ask__us_1.mp3,"to say or write something in the form of a question, in order to get information","Old Englishāscian,āhsian,āxian, of West Germanic origin."
associated with sth,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/associated#associated_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ass/assoc/associated__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ass/assoc/associated__us_4.mp3,"if one thing isassociated withanother, the two things are connected because they happen together or one thing causes the other",N/A
at least,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/least_2#least_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/least/least__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/least/least__us_1.mp3,to the smallest degree,"Old Englishlǣst,lǣsest, of Germanic origin; related toless."
at last,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/last1_3#last_hm1_sng_20,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/las/last_/last__gb_6.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/las/last_/last__us_1.mp3,the person or thing that comes or happens after all other similar people or things,"nounOld Englishlatost(adverb) ‘after all others in a series’, of Germanic origin; related to Dutchlaatst,lestand Germanletzt, also tolate."
at present,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/present_2#present_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/prese/present__gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/prese/present__us_1.mp3,a thing that you give to somebody as a gift,"nounsense 1 Middle English: from Old French, originally in the phrasemettre une chose en present à quelqu'un‘put a thing into the presence of a person’.nounsenses 2 to 3 Middle English: via Old French from Latinpraesent-‘being at hand’, present participle ofpraeesse, fromprae‘before’ +esse‘be’."
at some point,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/point_1#point_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/poi/point/point__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/poi/point/point__us_3.mp3,a thing that somebody says or writes giving their opinion or stating a fact,"Middle English: the noun partly from Old Frenchpoint, from Latinpunctum‘something that is pricked’, giving rise to the senses ‘unit, mark, point in space or time’; partly from Old Frenchpointe, from Latinpuncta‘pricking’, giving rise to the senses ‘sharp tip, promontory’. The verb is from Old Frenchpointer, and in some senses from the English noun."
at school,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/school_1#school_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sch/schoo/school__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sch/schoo/school__us_1.mp3,a place where children go to be educated,"nounsenses 1 to 8 Old Englishscōl,scolu, via Latin from Greekskholē‘leisure, philosophy, lecture-place’, reinforced in Middle English by Old Frenchescole.nounsense 9 late Middle English: from Middle Low German, Middle Dutchschōle, of West Germanic origin; related to Old Englishscolu‘troop’. Compare withshoalsense (1)."
at the end,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/end_1#end_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/end/end__/end__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/end/end__/end__us_1.mp3,"the final part of a period of time, an event, an activity or a story","Old Englishende(noun),endian(verb), of Germanic origin; related to Dutcheinde(noun),einden(verb) and GermanEnde(noun),enden(verb)."
at home,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/home_1#home_sng_9,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hom/home_/home__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hom/home_/home__us_1.mp3,"the house or flat that you live in, especially with your family","Old Englishhām, of Germanic origin; related to Dutchheemand GermanHeim."
at the age of…,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/age_1#age_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/age/age__/age__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/age/age__/age__us_1.mp3,the number of years that a person has lived or a thing has existed,"Middle English: from Old French, based on Latinaetas,aetat-, fromaevum‘age, era’."
at the weekend,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/weekend_1#weekend_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wee/weeke/weekend__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/w/wee/weeke/weekend__us_2.mp3,Saturday and Sunday,N/A
at the moment,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/moment#moment_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mom/momen/moment__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mom/momen/moment__us_1.mp3,a very short period of time,"late Middle English: from Latinmomentum, frommovimentum, frommovere‘to move’."
all the way,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/way_1#way_sng_15,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/way/way__/way__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/w/way/way__/way__us_1.mp3,"a method, style or manner of doing something","Old Englishweg, of Germanic origin; related to Dutchwegand GermanWeg, from a base meaning ‘move, carry’."
at the top,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/top_1#top_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/top/top__/top__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/t/top/top__/top__us_1.mp3,the highest part or point of something,"nounsenses 1 to 9 late Old Englishtopp(noun), of Germanic origin; related to Dutchtop‘summit, crest’.nounsense 10 late Old English, of unknown origin."
all the time,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/time_1#time_sng_17,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tim/time_/time__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/t/tim/time_/time__us_1.mp3,"what is measured in minutes, hours, days, etc.","Old Englishtīma, of Germanic origin; related totide, which it superseded in temporal senses. The earliest of the current verb senses (dating from late Middle English) is ‘do (something) at a particular moment’."
at risk,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/risk_1#risk_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/ris/risk_/risk__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/ris/risk_/risk__us_1.mp3,the possibility of something bad happening at some time in the future; a situation that could be dangerous or have a bad result,"mid 17th cent.: from Frenchrisque(noun),risquer(verb), from Italianrisco‘danger’ andrischiare‘run into danger’."
away from sb/sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/away_1#away_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/awa/away_/away__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/awa/away_/away__us_1.mp3,to or at a distance from somebody/something in space or time,"Old Englishonweg,aweg‘on one's way’ (froma-‘to, towards’ andway)."
back sb/sth up,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/back-up#backup3_e,N/A,N/A,"to move backwards, especially in a vehicle",N/A
back and forth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/back_3#back_sng_41,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bac/back_/back__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bac/back_/back__us_1.mp3,"to or into the place, condition, situation or activity where somebody/something was before","Old Englishbæc, of Germanic origin; related to Middle Dutch and Old Norsebak. The adverb use dates from late Middle English and is a shortening ofaback."
at the expense of sb/sth,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/expense#expense_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expen/expense__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/exp/expen/expense__us_4.mp3,the money that you spend on something,"late Middle English: from Anglo-Norman French, alteration of Old Frenchespense, from late Latinexpensa (pecunia)‘(money) spent’, from Latinexpendere‘pay out’, fromex-‘out’ +pendere‘weigh, pay’."
